model,swap_block,base_idx,donor_idx,input_rel_change,output_coeff_rel_change,output_field_rel_change
solution_internal8,f_sub,4898,4697,2.417880082064616,0.016387321,0.0042513163290779895
solution_internal8,f_sub,4898,4673,2.180083571120399,0.0152679505,0.003960921112844646
solution_internal8,f_sub,4898,432,2.4253056622525957,0.021427007,0.005558747762968466
solution_internal8,f_sub,4898,1006,1.9384636163582942,0.01778238,0.004613232770163709
solution_internal8,f_sub,4898,4196,2.199788573109947,0.020449791,0.005305231368713551
solution_internal8,f_sub,4898,1766,0.519827478421487,0.0115352,0.002992544271080497
solution_internal8,f_sub,4898,5383,1.0514547319941738,0.008172459,0.002120157876700122
solution_internal8,f_sub,4898,94,0.9631546062479324,0.009363943,0.0024292613992219474
solution_internal8,f_sub,4898,3636,2.3803440326819683,0.020374905,0.005285804067080353
solution_internal8,f_sub,4898,5247,0.7800374886460171,0.0051990654,0.001348778784710434
solution_internal8,f_sub,4898,1596,0.8899746033744086,0.007550492,0.0019588026330943733
solution_internal8,f_sub,4898,235,1.5741173398628594,0.013999982,0.0036319755252785463
solution_internal8,f_sub,4898,3127,0.6896263769004607,0.0063572833,0.001649252130116952
solution_internal8,f_sub,4898,3487,1.8227354006237666,0.0028935403,0.0007506629148093007
solution_internal8,f_sub,4898,5583,2.045457908736946,0.010512118,0.002727129235664143
solution_internal8,f_sub,4898,3863,1.6214517020981696,0.013727266,0.0035612258007472024
solution_internal8,f_sub,4898,2894,1.5038336566296688,0.012861056,0.0033365074272269524
solution_internal8,f_sub,4898,3221,1.6134553367787055,0.01219466,0.003163625954615679
solution_internal8,f_sub,4898,3732,1.8398002051788653,0.0027995384,0.000726276371603423
solution_internal8,f_sub,4898,1548,0.12483161884172708,0.0010920742,0.00028331371563689164
solution_internal8,f_sub,3668,4697,3.2880351152499836,0.012240712,0.0023126496048803714
solution_internal8,f_sub,3668,4673,3.1109345307081058,0.012283881,0.0023208056372300057
solution_internal8,f_sub,3668,432,0.041390857722363096,0.0003125989,5.905961238828696e-05
solution_internal8,f_sub,3668,1006,0.32223818655554404,0.00093136966,0.0001759645806782178
solution_internal8,f_sub,3668,4196,0.1387174640162163,0.00027673267,5.228337459817761e-05
solution_internal8,f_sub,3668,1766,1.3359389083005617,0.0033281327,0.0006287873771738225
solution_internal8,f_sub,3668,5383,0.945048385808491,0.0026204768,0.0004950892459128598
solution_internal8,f_sub,3668,94,1.034412297125201,0.0027784545,0.0005249361228347553
solution_internal8,f_sub,3668,3636,0.026001996057868515,0.0001604207,3.030844172001222e-05
solution_internal8,f_sub,3668,5247,1.3061610629328528,0.0052250996,0.0009871831831320464
solution_internal8,f_sub,3668,1596,1.0568695902107519,0.002827847,0.0005342678899597149
solution_internal8,f_sub,3668,235,0.576918956455232,0.0017666876,0.0003337820168755074
solution_internal8,f_sub,3668,3127,1.3198077478154835,0.0045393193,0.0008576179711343857
solution_internal8,f_sub,3668,3487,2.924643208673407,0.005809851,0.0010976607690652276
solution_internal8,f_sub,3668,5583,0.3402028309993534,0.004069693,0.0007688910329853801
solution_internal8,f_sub,3668,3863,0.563089268207357,0.001432806,0.0002707014258887645
solution_internal8,f_sub,3668,2894,0.625533477804217,0.0014474235,0.0002734631259214222
solution_internal8,f_sub,3668,3221,0.6077251934798575,0.0028501584,0.00053848317886524
solution_internal8,f_sub,3668,3732,2.924568268575307,0.006419282,0.0012128012685045048
solution_internal8,f_sub,3668,1548,1.6809049682473165,0.0044481866,0.0008404002188753788
